log,n_traces,n_unique_traces,ratio_unique_traces_per_trace,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,entropy_trace,entropy_prefix,entropy_global_block,entropy_lempel_ziv,entropy_k_block_diff_1,entropy_k_block_diff_3,entropy_k_block_diff_5,entropy_k_block_ratio_1,entropy_k_block_ratio_3,entropy_k_block_ratio_5,entropy_knn_3,entropy_knn_5,entropy_knn_7
gradual_trace_noise0_1000_RIO,1000,52,0.052,11217,6,37,11.217,10.0,6,4.653591193906057,21.655911,9.0,13.0,4.0,10.377511420499705,1.478769228556879,9.634645186153469,1.3585615325688505,3.1086938311240617,0.4148695011060049,6.828939889088119,0.1193548387096774,0.0993548387096774,0.0580645161290322,0.0216129032258064,0.0132258064516128,0.0058064516129032,0.0019354838709677,0.0016129032258064,0.0009677419354838,0.0006451612903225,1.1143415407979638,-0.3838409599546013,0.24,0.0,0.37,0.555,0.739,0.958,0.987,19.23076923076923,38.55795607045791,4.105567236880294,19.098459137814665,15,235,1973,747.8,637.0,445.195417766176,198198.96,382.5,1000.0,617.5,1.0695985547788869,1.2731596306839768,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,235,488,333.3333333333333,277.0,110.7018016515038,12254.88888888889,256.0,382.5,126.5,0.6315371021480523,-1.5,4.2,5.825,7.901,0.176,-0.038,0.195,0.195,0.045,3.664,3.664,1.747,1.425,1.238
gradual_trace_noise0_1000_ROI,1000,90,0.09,10322,4,37,10.322,10.0,6,4.719567353052608,22.274316,6.0,13.0,7.0,9.387384161917048,1.5454411096725498,8.546735239621874,1.4309196850111972,3.3824831973856764,0.4572338067285999,6.81274494076194,0.0909090909090909,0.1042424242424242,0.0563636363636363,0.029090909090909,0.0099999999999999,0.0072727272727272,0.0024242424242424,0.0012121212121212,0.0006060606060606,0.0009090909090909,0.99017176504354,-0.6400235146546005,0.134,0.0,0.328,0.496,0.673,0.913,0.976,11.11111111111111,18.668121636418025,4.032812804302821,20.44297527508329,16,220,1976,645.125,493.0,446.326936645101,199207.734375,263.25,976.0,712.75,1.5228194229442726,2.248842590860081,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,220,514,333.3333333333333,266.0,129.12354118784415,16672.888888888887,243.0,390.0,147.0,0.6403973482374076,-1.4999999999999991,5.355,6.469,8.294,0.238,0.0,0.313,0.313,0.045,3.701,3.701,2.063,1.891,1.636
gradual_trace_noise0_1000_cb,1000,85,0.085,10714,6,40,10.714,10.0,6,4.712770310549836,22.210204,6.0,13.0,7.0,9.88938304551302,1.475496853694832,9.21251478863491,1.7881810019663376,5.01788847230606,0.4398702921924431,6.823286885001309,0.1302941176470588,0.0817647058823529,0.0564705882352941,0.0114705882352941,0.0058823529411764,0.005,0.0011764705882352,0.0008823529411764,0.0005882352941176,0.0005882352941176,1.3474617214275526,0.4008055640835528,0.131,0.0,0.381,0.522,0.697,0.923,0.978,11.764705882352942,21.581935288473264,3.918206407035556,16.935237406124568,15,242,1982,714.2666666666667,500.0,465.4339146311632,216628.7288888889,321.0,1000.0,679.0,1.108738598209364,1.0259804157485108,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,242,500,333.3333333333333,258.0,118.03201072402165,13931.555555555557,250.0,379.0,129.0,0.6973741184475205,-1.4999999999999996,5.132,6.382,8.317,0.234,-0.011,0.484,0.209,0.042,3.623,3.623,2.275,1.914,1.723
gradual_trace_noise0_1000_cd,1000,40,0.04,10655,6,46,10.655,10.0,10,4.692757718016135,22.021975,6.0,13.0,7.0,9.84725209568017,1.4702512877753775,9.183908271849818,2.020738753536271,7.346869771500376,0.4404277539198625,6.8241544689232265,0.10125,0.10925,0.0185,0.011,0.0065,0.00225,0.0005,0.0,0.0005,0.00025,1.4391189441270635,0.1823726887881309,0.267,0.0,0.405,0.555,0.762,0.958,0.989,25.0,48.02499349297197,3.55269128962122,13.999823005288093,15,240,1893,710.3333333333334,506.0,435.28192652068094,189470.3555555555,374.0,1000.0,626.0,1.0723924606581934,1.0476108689156651,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,240,506,333.3333333333333,254.0,122.22747463461542,14939.555555555557,247.0,380.0,133.0,0.7001554400787798,-1.4999999999999996,3.826,5.654,7.747,0.153,-0.018,0.129,0.129,0.036,3.652,3.652,1.542,1.283,1.069
gradual_trace_noise0_1000_cf,1000,47,0.047,11186,6,33,11.186,10.0,6,4.732378260452137,22.395404,6.0,14.0,8.0,10.305097539712971,1.4952305329310436,9.528598512826298,1.221085372705813,2.1390811930112736,0.4230626015065382,6.82511688224417,0.0977777777777778,0.1270370370370369,0.0755555555555555,0.0233333333333333,0.0255555555555555,0.0099999999999999,0.0037037037037037,0.0044444444444444,0.0011111111111111,0.0018518518518518,0.9938935661610782,-0.5807622139951985,0.264,0.0,0.385,0.519,0.704,0.93,0.985,21.27659574468085,42.26446730909647,4.335604349449575,20.90818579074957,15,223,2028,745.7333333333333,532.0,460.3037354713612,211879.5288888889,413.0,1000.0,587.0,1.1972810555583513,1.3659508908843776,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,223,532,333.3333333333333,245.0,140.76536821565483,19814.888888888887,234.0,388.5,154.5,0.6941748917273233,-1.4999999999999991,4.154,5.803,7.826,0.158,-0.013,0.15,0.15,0.088,3.654,3.654,1.303,1.2,1.128
gradual_trace_noise0_1000_cp,1000,61,0.061,11291,6,36,11.291,10.0,6,4.711721447624,22.200319000000004,6.0,13.0,7.0,10.41387397211358,1.4928476274082867,9.630958247238835,1.1822126855626918,2.3046771001345894,0.4172988617149942,6.826784428227886,0.0836666666666666,0.089,0.08,0.0406666666666666,0.024,0.008,0.0043333333333333,0.0016666666666666,0.0013333333333333,0.0006666666666666,0.5890731563408683,-1.4015520416410598,0.132,0.0,0.329,0.481,0.662,0.912,0.978,16.39344262295082,25.40509738997765,2.9912774419485317,9.4198893772799,15,221,1997,752.7333333333333,539.0,492.1837687512888,242244.86222222215,350.5,1000.0,649.5,0.8645620154227015,0.2209469019270145,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,221,539,333.3333333333333,240.0,145.63500800135782,21209.55555555556,230.5,389.5,159.0,0.6980909053061845,-1.4999999999999998,4.834,6.423,8.39,0.198,-0.004,0.554,0.222,0.076,3.609,3.609,2.018,1.778,1.542
gradual_trace_noise0_1000_lp,1000,112,0.112,13007,6,46,13.007,12.0,10,6.286569096096853,39.520951,9.0,16.0,7.0,11.729539982516751,1.5684788444316813,10.639181626434612,1.4473066554306688,2.938034404585045,0.4833219878601409,6.802905186886676,0.06925,0.095,0.03725,0.02275,0.01425,0.0055,0.003,0.00125,0.00125,0.0005,1.2229036245902525,0.0956400330509095,0.192,0.192,0.422,0.623,0.781,0.932,0.972,8.928571428571429,21.633189731502465,6.029487671563103,44.58057515922878,15,234,2013,867.1333333333333,501.0,576.7371286431588,332625.7155555556,382.0,1493.0,1111.0,0.4689010131315828,-1.1954085975694746,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,249,501,333.3333333333333,250.0,118.55893986630542,14056.222222222224,249.5,375.5,126.0,0.7070690521682231,-1.5,5.149,6.623,8.648,0.27,-0.011,0.198,0.198,0.368,3.584,3.584,2.549,2.252,1.991
gradual_trace_noise0_1000_pl,1000,40,0.04,10986,6,42,10.986,10.0,10,4.727980964428685,22.353804,6.0,13.0,7.0,10.14445515778877,1.479431641990324,9.429626556654297,1.609513695194463,4.3112350229715695,0.4303641875503991,6.825210240962772,0.1038888888888889,0.1216666666666666,0.0258333333333333,0.0127777777777777,0.0074999999999999,0.0033333333333333,0.0016666666666666,0.0008333333333333,0.0,0.0002777777777777,1.4284192335831143,0.2319133084962334,0.251,0.0,0.374,0.511,0.73,0.945,0.988,25.0,44.72527249777245,3.506016283957031,13.987237958980195,15,240,1986,732.4,507.0,455.63608285560525,207604.24,380.0,1000.0,620.0,1.1215671584654356,1.2079061743963084,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,240,493,333.3333333333333,267.0,113.43818679008504,12868.22222222222,253.5,380.0,126.5,0.6771814122374855,-1.4999999999999996,3.971,5.727,7.744,0.148,-0.011,0.131,0.131,0.04,3.646,3.646,1.497,1.232,1.011
gradual_trace_noise0_1000_pm,1000,59,0.059,10827,6,34,10.827,10.0,6,4.516090233819515,20.395071,6.0,13.0,7.0,10.035118431157253,1.466680750303223,9.356052600014548,1.469429217881943,3.120390881418766,0.4171137188343507,6.829388758222963,0.0896428571428571,0.1310714285714286,0.075,0.0296428571428571,0.0164285714285714,0.0060714285714285,0.0057142857142857,0.0014285714285714,0.0014285714285714,0.0007142857142857,1.0615340186226896,-0.3308151308688054,0.251,0.0,0.357,0.514,0.698,0.933,0.983,16.949152542372882,35.870966366901456,5.017926683001891,28.50646206576584,15,245,1970,721.8,509.0,455.9576296104716,207897.36,327.0,1000.0,673.0,1.1145494553537336,1.1169053890897462,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,248,491,333.3333333333333,261.0,111.6134201409291,12457.555555555557,254.5,376.0,121.5,0.69991907055072,-1.4999999999999991,4.432,5.903,7.965,0.187,-0.02,0.248,0.248,0.073,3.639,3.639,1.766,1.454,1.322
gradual_trace_noise0_1000_re,1000,66,0.066,10478,5,34,10.478,10.0,9,4.493942144709921,20.195516,8.0,13.0,5.0,9.631632474382297,1.5049875765626015,8.875701011799098,1.29184298721644,2.617399911167775,0.4288931231828518,6.823151043951841,0.0844827586206896,0.1248275862068965,0.0772413793103448,0.0268965517241379,0.0144827586206896,0.0110344827586206,0.0034482758620689,0.0006896551724137,0.0010344827586206,0.0006896551724137,1.02615102412415,-0.4470754361032432,0.124,0.0,0.305,0.429,0.649,0.926,0.981,15.151515151515152,23.318117825339957,3.091471561430969,11.01767729870068,15,252,1974,698.5333333333333,514.0,448.5416170459796,201189.58222222223,374.0,987.0,613.0,1.343256668144257,1.6808179328218005,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,252,486,333.3333333333333,262.0,108.02880274363046,11670.22222222222,257.0,374.0,117.0,0.7025651846850385,-1.4999999999999991,4.933,6.246,8.185,0.201,-0.011,0.566,0.13,0.073,3.641,3.641,2.07,1.818,1.571
gradual_trace_noise0_1000_rp,1000,55,0.055,10901,6,39,10.901,10.0,10,4.348470880665984,18.909199,9.0,13.0,4.0,10.143052131232228,1.4565212975490407,9.471486416844764,1.3067140579094696,2.929277744991243,0.3989056857780006,6.834564178413972,0.1106060606060605,0.0990909090909091,0.0475757575757575,0.0351515151515151,0.0054545454545454,0.0027272727272727,0.0021212121212121,0.0,0.0,0.0003030303030303,1.0638397360959868,-0.4695076781718006,0.24,0.0,0.365,0.501,0.704,0.933,0.98,18.181818181818183,36.26121940941661,4.623549254550146,23.885841643721104,16,248,1963,681.3125,503.0,461.9051199583633,213356.33984375,253.75,1000.0,746.25,1.1323862825575297,1.0645893999504024,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,249,497,333.3333333333333,254.0,115.74781015447142,13397.555555555557,251.5,375.5,124.0,0.7061173071061466,-1.4999999999999996,4.412,5.748,7.8,0.171,-0.015,0.186,0.186,0.043,3.694,3.694,1.425,1.333,1.156
gradual_trace_noise0_1000_sw,1000,56,0.056,10894,6,40,10.894,10.0,6,4.419136114672188,19.528764,9.0,13.0,4.0,10.11747816855014,1.4629453522113864,9.4341396209166,1.3655732834354009,3.265450888416632,0.4056486244420955,6.832463810470431,0.1111764705882352,0.0914705882352941,0.0694117647058823,0.0097058823529411,0.0061764705882352,0.0047058823529411,0.0005882352941176,0.0005882352941176,0.0,0.0002941176470588,1.017515725042257,-0.7381786476275543,0.248,0.0,0.378,0.529,0.708,0.929,0.984,17.857142857142858,37.18507216393071,4.739297697859392,24.75399662355907,15,231,1978,726.2666666666667,510.0,457.1247045999106,208962.99555555556,374.5,1000.0,625.5,1.102020120766394,1.1408746727513082,1,1000,1000,1000.0,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,-3.0,3,231,510,333.3333333333333,259.0,125.44409998968554,15736.222222222224,245.0,384.5,139.5,0.6807766070981496,-1.5000000000000002,4.389,5.906,7.992,0.181,-0.052,0.328,0.14,0.042,3.639,3.639,1.893,1.654,1.416
gradual_trace_noise0_100_IOR,100,33,0.33,1144,6,34,11.44,10.0,10,5.485107109255023,30.0864,7.0,13.0,6.0,10.3876841499941,1.5369526780366778,9.536774843095223,1.5732005607564783,2.9011621429241474,0.4794674046551593,4.504291086614984,0.1035714285714285,0.1107142857142857,0.075,0.0249999999999999,0.0142857142857142,0.0107142857142857,0.0071428571428571,0.0071428571428571,0.0,0.0035714285714285,0.9242155721348922,-0.907188632501382,0.18,0.0,0.18,0.32,0.48,0.82,0.91,3.0303030303030303,3.2332069499028218,3.0444367783237625,11.173291847516628,16,20,208,71.5,52.0,48.46906229751097,2349.25,31.5,100.0,68.5,1.1900046187919744,1.2908876465060448,1,100,100,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,-3.0,4,20,32,25.0,24.0,4.358898943540674,19.0,23.0,26.0,3.0,0.6520236646847545,-0.9030470914127422,4.484,5.892,7.963,0.879,-0.013,0.156,0.156,0.05,3.695,3.695,1.645,1.359,1.181
